param PARAM1;
param PARAM2;


param FETOILE1;
param FETOILE2;


param FETOILE1m;
param FETOILE2m;


param number_appliances := 500;

set DEST :=  APP1   APP2   APP3   APP4   APP5   APP6   APP7   APP8   APP9   APP10   APP11   APP12   APP13   APP14   APP15   APP16   APP17   APP18   APP19   APP20   APP21   APP22   APP23   APP24   APP25   APP26   APP27   APP28   APP29   APP30   APP31   APP32   APP33   APP34   APP35   APP36   APP37   APP38   APP39   APP40   APP41   APP42   APP43   APP44   APP45   APP46   APP47   APP48   APP49   APP50   APP51   APP52   APP53   APP54   APP55   APP56   APP57   APP58   APP59   APP60   APP61   APP62   APP63   APP64   APP65   APP66   APP67   APP68   APP69   APP70   APP71   APP72   APP73   APP74   APP75   APP76   APP77   APP78   APP79   APP80   APP81   APP82   APP83   APP84   APP85   APP86   APP87   APP88   APP89   APP90   APP91   APP92   APP93   APP94   APP95   APP96   APP97   APP98   APP99   APP100   APP101   APP102   APP103   APP104   APP105   APP106   APP107   APP108   APP109   APP110   APP111   APP112   APP113   APP114   APP115   APP116   APP117   APP118   APP119   APP120   APP121   APP122   APP123   APP124   APP125   APP126   APP127   APP128   APP129   APP130   APP131   APP132   APP133   APP134   APP135   APP136   APP137   APP138   APP139   APP140   APP141   APP142   APP143   APP144   APP145   APP146   APP147   APP148   APP149   APP150   APP151   APP152   APP153   APP154   APP155   APP156   APP157   APP158   APP159   APP160   APP161   APP162   APP163   APP164   APP165   APP166   APP167   APP168   APP169   APP170   APP171   APP172   APP173   APP174   APP175   APP176   APP177   APP178   APP179   APP180   APP181   APP182   APP183   APP184   APP185   APP186   APP187   APP188   APP189   APP190   APP191   APP192   APP193   APP194   APP195   APP196   APP197   APP198   APP199   APP200   APP201   APP202   APP203   APP204   APP205   APP206   APP207   APP208   APP209   APP210   APP211   APP212   APP213   APP214   APP215   APP216   APP217   APP218   APP219   APP220   APP221   APP222   APP223   APP224   APP225   APP226   APP227   APP228   APP229   APP230   APP231   APP232   APP233   APP234   APP235   APP236   APP237   APP238   APP239   APP240   APP241   APP242   APP243   APP244   APP245   APP246   APP247   APP248   APP249   APP250   APP251   APP252   APP253   APP254   APP255   APP256   APP257   APP258   APP259   APP260   APP261   APP262   APP263   APP264   APP265   APP266   APP267   APP268   APP269   APP270   APP271   APP272   APP273   APP274   APP275   APP276   APP277   APP278   APP279   APP280   APP281   APP282   APP283   APP284   APP285   APP286   APP287   APP288   APP289   APP290   APP291   APP292   APP293   APP294   APP295   APP296   APP297   APP298   APP299   APP300   APP301   APP302   APP303   APP304   APP305   APP306   APP307   APP308   APP309   APP310   APP311   APP312   APP313   APP314   APP315   APP316   APP317   APP318   APP319   APP320   APP321   APP322   APP323   APP324   APP325   APP326   APP327   APP328   APP329   APP330   APP331   APP332   APP333   APP334   APP335   APP336   APP337   APP338   APP339   APP340   APP341   APP342   APP343   APP344   APP345   APP346   APP347   APP348   APP349   APP350   APP351   APP352   APP353   APP354   APP355   APP356   APP357   APP358   APP359   APP360   APP361   APP362   APP363   APP364   APP365   APP366   APP367   APP368   APP369   APP370   APP371   APP372   APP373   APP374   APP375   APP376   APP377   APP378   APP379   APP380   APP381   APP382   APP383   APP384   APP385   APP386   APP387   APP388   APP389   APP390   APP391   APP392   APP393   APP394   APP395   APP396   APP397   APP398   APP399   APP400   APP401   APP402   APP403   APP404   APP405   APP406   APP407   APP408   APP409   APP410   APP411   APP412   APP413   APP414   APP415   APP416   APP417   APP418   APP419   APP420   APP421   APP422   APP423   APP424   APP425   APP426   APP427   APP428   APP429   APP430   APP431   APP432   APP433   APP434   APP435   APP436   APP437   APP438   APP439   APP440   APP441   APP442   APP443   APP444   APP445   APP446   APP447   APP448   APP449   APP450   APP451   APP452   APP453   APP454   APP455   APP456   APP457   APP458   APP459   APP460   APP461   APP462   APP463   APP464   APP465   APP466   APP467   APP468   APP469   APP470   APP471   APP472   APP473   APP474   APP475   APP476   APP477   APP478   APP479   APP480   APP481   APP482   APP483   APP484   APP485   APP486   APP487   APP488   APP489   APP490   APP491   APP492   APP493   APP494   APP495   APP496   APP497   APP498   APP499   APP500;   

param:   minimum_st  maximum_st  prefered_st processing power_processing :=
APP1	5	20	12	3	2.46
APP2	9	18	15	3	1.00
APP3	5	22	10	5	2.57
APP4	5	21	12	2	0.94
APP5	8	22	9	2	0.96
APP6	5	22	8	1	2.35
APP7	9	22	15	5	1.52
APP8	9	18	11	4	2.38
APP9	9	18	15	3	2.64
APP10	5	20	7	4	2.20
APP11	8	21	18	3	2.61
APP12	8	22	14	4	1.27
APP13	10	20	15	3	2.60
APP14	8	23	19	4	3.22
APP15	9	23	13	3	2.95
APP16	7	24	12	5	0.88
APP17	7	21	13	2	1.62
APP18	9	20	17	1	1.63
APP19	5	18	15	1	2.47
APP20	5	22	7	1	2.23
APP21	6	23	9	3	2.74
APP22	7	20	11	3	1.62
APP23	9	18	10	2	1.20
APP24	9	19	13	4	0.88
APP25	5	19	9	4	2.70
APP26	7	19	9	4	1.20
APP27	8	21	10	5	1.68
APP28	7	21	16	5	2.11
APP29	8	21	17	1	1.26
APP30	8	24	16	1	2.35
APP31	6	21	17	4	1.93
APP32	7	24	9	1	1.05
APP33	5	22	16	3	2.72
APP34	10	24	19	3	0.92
APP35	6	19	11	5	1.43
APP36	5	22	8	3	1.28
APP37	7	20	14	2	2.06
APP38	6	22	10	4	0.89
APP39	7	22	9	4	1.72
APP40	7	18	9	3	0.93
APP41	10	19	17	2	0.95
APP42	10	19	11	1	2.73
APP43	5	22	9	3	1.42
APP44	9	23	10	2	2.25
APP45	6	20	12	1	3.21
APP46	7	23	8	4	1.80
APP47	8	22	19	2	2.49
APP48	10	18	11	3	2.66
APP49	7	22	9	4	1.80
APP50	10	20	13	2	2.39
APP51	6	24	13	4	0.94
APP52	9	18	10	2	3.12
APP53	8	21	17	4	1.15
APP54	8	20	11	4	1.36
APP55	9	21	12	3	2.76
APP56	8	23	9	1	1.94
APP57	6	20	10	2	2.69
APP58	5	23	6	3	1.70
APP59	10	21	15	2	1.37
APP60	6	18	15	1	0.75
APP61	5	19	11	5	2.43
APP62	8	23	10	3	1.79
APP63	10	21	11	5	1.85
APP64	9	19	16	2	2.27
APP65	6	20	16	4	0.81
APP66	7	22	14	2	1.49
APP67	7	19	8	5	2.70
APP68	10	23	18	4	2.50
APP69	5	19	10	2	0.98
APP70	10	24	14	2	0.99
APP71	8	19	14	4	0.89
APP72	7	23	8	5	0.67
APP73	6	19	7	2	1.77
APP74	7	20	14	4	2.39
APP75	7	18	12	3	2.57
APP76	5	22	12	5	2.06
APP77	8	22	16	4	0.94
APP78	6	21	16	1	2.32
APP79	7	20	14	5	0.99
APP80	8	22	11	5	1.01
APP81	6	22	16	3	0.91
APP82	6	22	13	5	1.03
APP83	8	22	13	3	1.10
APP84	6	24	8	1	1.17
APP85	9	19	17	1	1.49
APP86	10	22	14	3	1.49
APP87	9	19	13	4	1.23
APP88	7	18	12	5	1.32
APP89	8	22	10	4	3.02
APP90	5	21	7	2	2.51
APP91	10	21	15	3	2.12
APP92	10	22	16	1	1.14
APP93	9	23	21	1	1.21
APP94	6	20	17	1	0.85
APP95	8	22	16	4	3.07
APP96	5	20	6	3	2.52
APP97	7	23	9	1	2.13
APP98	6	23	8	3	1.48
APP99	5	19	16	1	1.09
APP100	6	22	21	1	2.30
APP101	5	20	12	3	2.46
APP102	9	18	15	3	1.00
APP103	5	22	10	5	2.57
APP104	5	21	12	2	0.94
APP105	8	22	9	2	0.96
APP106	5	22	8	1	2.35
APP107	9	22	15	5	1.52
APP108	9	18	11	4	2.38
APP109	9	18	15	3	2.64
APP110	5	20	7	4	2.20
APP111	8	21	18	3	2.61
APP112	8	22	14	4	1.27
APP113	10	20	15	3	2.60
APP114	8	23	19	4	3.22
APP115	9	23	13	3	2.95
APP116	7	24	12	5	0.88
APP117	7	21	13	2	1.62
APP118	9	20	17	1	1.63
APP119	5	18	15	1	2.47
APP120	5	22	7	1	2.23
APP121	6	23	9	3	2.74
APP122	7	20	11	3	1.62
APP123	9	18	10	2	1.20
APP124	9	19	13	4	0.88
APP125	5	19	9	4	2.70
APP126	7	19	9	4	1.20
APP127	8	21	10	5	1.68
APP128	7	21	16	5	2.11
APP129	8	21	17	1	1.26
APP130	8	24	16	1	2.35
APP131	6	21	17	4	1.93
